# pulled from biomart on 2025-10-17
"Gene.stable.ID"	"Gene.stable.ID.version"	"Transcript.stable.ID"	"Transcript.stable.ID.version"	"RefSeq.match.transcript..MANE.Select."
"ENSG00000176624"	"ENSG00000176624.12"	"ENST00000406189"	"ENST00000406189.4"	"NM_016626.5"
"ENSG00000119547"	"ENSG00000119547.6"	"ENST00000491143"	"ENST00000491143.3"	"NM_004852.3"
"ENSG00000139737"	"ENSG00000139737.23"	"ENST00000418532"	"ENST00000418532.6"	"NM_001242868.2"
"ENSG00000133116"	"ENSG00000133116.8"	"ENST00000380099"	"ENST00000380099.4"	"NM_004795.4"
"ENSG00000136099"	"ENSG00000136099.13"	"ENST00000377942"	"ENST00000377942.7"	"NM_002590.4"
"ENSG00000173482"	"ENSG00000173482.17"	"ENST00000580170"	"ENST00000580170.6"	"NM_001105244.2"
"ENSG00000276644"	"ENSG00000276644.5"	"ENST00000613252"	"ENST00000613252.5"	"NM_080759.6"
"ENSG00000083635"	"ENSG00000083635.8"	"ENST00000379161"	"ENST00000379161.5"	"NM_012345.3"
"ENSG00000180332"	"ENSG00000180332.7"	"ENST00000379108"	"ENST00000379108.2"	"NM_198404.3"
"ENSG00000151846"	"ENSG00000151846.9"	"ENST00000281589"	"ENST00000281589.5"	"NM_030979.3"
"ENSG00000154856"	"ENSG00000154856.13"	"ENST00000355285"	"ENST00000355285.10"	"NM_153000.5"
"ENSG00000165566"	"ENSG00000165566.13"	"ENST00000515384"	"ENST00000515384.2"	"NM_152704.4"
"ENSG00000120669"	"ENSG00000120669.16"	"ENST00000379881"	"ENST00000379881.8"	"NM_017826.3"
"ENSG00000171791"	"ENSG00000171791.14"	"ENST00000333681"	"ENST00000333681.5"	"NM_000633.3"
"ENSG00000181626"	"ENSG00000181626.12"	"ENST00000587848"	"ENST00000587848.3"	"NM_001277333.2"
"ENSG00000292252"	"ENSG00000292252.1"	"ENST00000710330"	"ENST00000710330.1"	"NM_001348230.2"
"ENSG00000176194"	"ENSG00000176194.18"	"ENST00000320477"	"ENST00000320477.10"	"NM_001279.4"
"ENSG00000242715"	"ENSG00000242715.8"	"ENST00000239859"	"ENST00000239859.8"	"NM_001144981.3"
"ENSG00000134762"	"ENSG00000134762.17"	"ENST00000360428"	"ENST00000360428.9"	"NM_001941.5"
"ENSG00000102794"	"ENSG00000102794.11"	"ENST00000377462"	"ENST00000377462.6"	"NM_001258406.2"
"ENSG00000134765"	"ENSG00000134765.10"	"ENST00000257198"	"ENST00000257198.6"	"NM_024421.2"
"ENSG00000183098"	"ENSG00000183098.12"	"ENST00000377047"	"ENST00000377047.9"	"NM_005708.5"
"ENSG00000134760"	"ENSG00000134760.6"	"ENST00000257192"	"ENST00000257192.5"	"NM_001942.4"
"ENSG00000080166"	"ENSG00000080166.16"	"ENST00000377028"	"ENST00000377028.10"	"NM_001922.5"
"ENSG00000154611"	"ENSG00000154611.15"	"ENST00000415576"	"ENST00000415576.7"	"NM_001025096.2"
"ENSG00000125285"	"ENSG00000125285.6"	"ENST00000376945"	"ENST00000376945.4"	"NM_007084.4"
"ENSG00000185352"	"ENSG00000185352.10"	"ENST00000376705"	"ENST00000376705.4"	"NM_153456.4"
"ENSG00000198033"	"ENSG00000198033.13"	"ENST00000400113"	"ENST00000400113.8"	"NM_006001.3"
"ENSG00000179399"	"ENSG00000179399.16"	"ENST00000377067"	"ENST00000377067.9"	"NM_004466.6"
"ENSG00000183463"	"ENSG00000183463.7"	"ENST00000332715"	"ENST00000332715.6"	"NM_001105577.2"
"ENSG00000205863"	"ENSG00000205863.12"	"ENST00000713589"	"ENST00000713589.1"	"NM_001007537.3"
"ENSG00000288716"	"ENSG00000288716.1"	"ENST00000684204"	"ENST00000684204.1"	"NM_001414702.1"
"ENSG00000139618"	"ENSG00000139618.19"	"ENST00000380152"	"ENST00000380152.8"	"NM_000059.4"
"ENSG00000153487"	"ENSG00000153487.14"	"ENST00000333219"	"ENST00000333219.9"	"NM_198219.3"
"ENSG00000122034"	"ENSG00000122034.17"	"ENST00000381140"	"ENST00000381140.10"	"NM_002097.3"
"ENSG00000131196"	"ENSG00000131196.18"	"ENST00000427363"	"ENST00000427363.7"	"NM_001278669.2"
"ENSG00000139797"	"ENSG00000139797.8"	"ENST00000267291"	"ENST00000267291.7"	"NM_178861.5"
"ENSG00000283199"	"ENSG00000283199.3"	"ENST00000636427"	"ENST00000636427.3"	"NM_001365455.2"
"ENSG00000226792"	"ENSG00000226792.8"	"ENST00000563710"	"ENST00000563710.7"	"NM_001351589.3"
"ENSG00000261936"	"ENSG00000261936.2"	"ENST00000571573"	"ENST00000571573.2"	"NM_176886.2"
"ENSG00000053747"	"ENSG00000053747.17"	"ENST00000313654"	"ENST00000313654.14"	"NM_198129.4"
"ENSG00000141404"	"ENSG00000141404.17"	"ENST00000334049"	"ENST00000334049.11"	"NM_182978.4"
"ENSG00000141434"	"ENSG00000141434.12"	"ENST00000269202"	"ENST00000269202.11"	"NM_005925.3"
"ENSG00000167210"	"ENSG00000167210.17"	"ENST00000642948"	"ENST00000642948.1"	"NM_001384474.1"
"ENSG00000197641"	"ENSG00000197641.12"	"ENST00000344731"	"ENST00000344731.10"	"NM_012397.4"
"ENSG00000206073"	"ENSG00000206073.11"	"ENST00000341074"	"ENST00000341074.10"	"NM_002974.4"
"ENSG00000291983"	"ENSG00000291983.2"	"ENST00000709446"	"ENST00000709446.2"	"NM_001191016.3"
"ENSG00000206072"	"ENSG00000206072.13"	"ENST00000544088"	"ENST00000544088.6"	"NM_001370475.1"
"ENSG00000178690"	"ENSG00000178690.4"	"ENST00000648945"	"ENST00000648945.2"	"NM_173629.3"
"ENSG00000187773"	"ENSG00000187773.9"	"ENST00000343998"	"ENST00000343998.8"	"NM_001044369.3"
"ENSG00000206043"	"ENSG00000206043.7"	"ENST00000579455"	"ENST00000579455.2"	"NM_001174123.2"
"ENSG00000166634"	"ENSG00000166634.7"	"ENST00000382768"	"ENST00000382768.2"	"NM_001307928.2"
"ENSG00000141391"	"ENSG00000141391.14"	"ENST00000440960"	"ENST00000440960.6"	"NM_001142405.2"
"ENSG00000206418"	"ENSG00000206418.5"	"ENST00000649141"	"ENST00000649141.2"	"NM_001025300.3"
"ENSG00000206181"	"ENSG00000206181.7"	"ENST00000332567"	"ENST00000332567.6"	"NM_016427.3"
"ENSG00000141759"	"ENSG00000141759.15"	"ENST00000269601"	"ENST00000269601.10"	"NM_006701.5"
"ENSG00000101546"	"ENSG00000101546.13"	"ENST00000306735"	"ENST00000306735.10"	"NM_024805.3"
"ENSG00000178184"	"ENSG00000178184.16"	"ENST00000353265"	"ENST00000353265.8"	"NM_032510.4"
"ENSG00000292232"	"ENSG00000292232.1"	"ENST00000710288"	"ENST00000710288.1"	"NM_178167.5"
"ENSG00000091157"	"ENSG00000091157.15"	"ENST00000254442"	"ENST00000254442.8"	"NM_015285.3"
"ENSG00000177143"	"ENSG00000177143.5"	"ENST00000327228"	"ENST00000327228.5"	"NM_004066.3"
"ENSG00000230223"	"ENSG00000230223.9"	"ENST00000424524"	"ENST00000424524.3"	"NR_185841.1"
"ENSG00000206422"	"ENSG00000206422.3"	"ENST00000383467"	"ENST00000383467.3"	"NM_001105581.3"
"ENSG00000183206"	"ENSG00000183206.18"	"ENST00000358970"	"ENST00000358970.10"	"NM_001137671.2"
"ENSG00000292233"	"ENSG00000292233.2"	"ENST00000710289"	"ENST00000710289.2"	"NM_152503.8"
"ENSG00000168454"	"ENSG00000168454.13"	"ENST00000357775"	"ENST00000357775.6"	"NM_032243.6"
"ENSG00000154864"	"ENSG00000154864.14"	"ENST00000674853"	"ENST00000674853.1"	"NM_001378183.1"
"ENSG00000281518"	"ENSG00000281518.9"	"ENST00000643531"	"ENST00000643531.4"	"NM_001291281.3"
"ENSG00000166960"	"ENSG00000166960.17"	"ENST00000383096"	"ENST00000383096.8"	"NM_001105528.4"
"ENSG00000176136"	"ENSG00000176136.6"	"ENST00000589410"	"ENST00000589410.2"	"NM_005913.3"
"ENSG00000174448"	"ENSG00000174448.9"	"ENST00000307844"	"ENST00000307844.4"	"NM_139171.2"
"ENSG00000134443"	"ENSG00000134443.10"	"ENST00000256857"	"ENST00000256857.7"	"NM_002091.5"
"ENSG00000134438"	"ENSG00000134438.10"	"ENST00000334889"	"ENST00000334889.4"	"NM_013435.3"
"ENSG00000166569"	"ENSG00000166569.8"	"ENST00000299721"	"ENST00000299721.3"	"NM_181654.4"
"ENSG00000197046"	"ENSG00000197046.12"	"ENST00000389474"	"ENST00000389474.8"	"NM_213602.3"
"ENSG00000141431"	"ENSG00000141431.14"	"ENST00000269197"	"ENST00000269197.12"	"NM_030632.3"
"ENSG00000221887"	"ENSG00000221887.6"	"ENST00000408945"	"ENST00000408945.5"	"NM_001123366.2"
"ENSG00000222018"	"ENSG00000222018.2"	"ENST00000410005"	"ENST00000410005.2"	"NM_001282537.2"
"ENSG00000243627"	"ENSG00000243627.6"	"ENST00000450895"	"ENST00000450895.2"	"NM_001367348.2"
"ENSG00000175322"	"ENSG00000175322.12"	"ENST00000590202"	"ENST00000590202.3"	"NM_145287.4"
"ENSG00000079101"	"ENSG00000079101.18"	"ENST00000692774"	"ENST00000692774.1"	"NM_001393344.1"
"ENSG00000242550"	"ENSG00000242550.7"	"ENST00000238508"	"ENST00000238508.8"	"NM_005024.3"
"ENSG00000236396"	"ENSG00000236396.8"	"ENST00000588001"	"ENST00000588001.2"	"NM_001282300.2"
"ENSG00000255112"	"ENSG00000255112.3"	"ENST00000526991"	"ENST00000526991.3"	"NM_020412.5"
"ENSG00000179981"	"ENSG00000179981.11"	"ENST00000580243"	"ENST00000580243.3"	"NM_001308210.2"
"ENSG00000212938"	"ENSG00000212938.4"	"ENST00000391624"	"ENST00000391624.2"	"NM_001433434.1"
"ENSG00000130856"	"ENSG00000130856.18"	"ENST00000320610"	"ENST00000320610.14"	"NM_001306089.2"
"ENSG00000173213"	"ENSG00000173213.11"	"ENST00000308911"	"ENST00000308911.9"	"NM_001358689.2"
"ENSG00000180011"	"ENSG00000180011.7"	"ENST00000322342"	"ENST00000322342.4"	"NM_175907.6"
"ENSG00000182093"	"ENSG00000182093.16"	"ENST00000649170"	"ENST00000649170.1"	"NM_004627.6"
"ENSG00000170579"	"ENSG00000170579.19"	"ENST00000315677"	"ENST00000315677.8"	"NM_004746.4"
"ENSG00000274821"	"ENSG00000274821.5"	"ENST00000616052"	"ENST00000616052.3"	"NM_006220.3"
"ENSG00000187323"	"ENSG00000187323.13"	"ENST00000442544"	"ENST00000442544.7"	"NM_005215.4"
"ENSG00000171873"	"ENSG00000171873.8"	"ENST00000379453"	"ENST00000379453.6"	"NM_000678.4"
"ENSG00000125903"	"ENSG00000125903.4"	"ENST00000246105"	"ENST00000246105.4"	"NM_080831.4"
"ENSG00000178591"	"ENSG00000178591.7"	"ENST00000382410"	"ENST00000382410.3"	"NM_153325.4"
"ENSG00000173404"	"ENSG00000173404.5"	"ENST00000310227"	"ENST00000310227.3"	"NM_002196.3"
"ENSG00000185982"	"ENSG00000185982.7"	"ENST00000334391"	"ENST00000334391.5"	"NM_001037732.3"
"ENSG00000125788"	"ENSG00000125788.6"	"ENST00000382398"	"ENST00000382398.4"	"NM_030931.4"
"ENSG00000067900"	"ENSG00000067900.9"	"ENST00000399799"	"ENST00000399799.3"	"NM_005406.3"
"ENSG00000132640"	"ENSG00000132640.15"	"ENST00000378226"	"ENST00000378226.7"	"NM_014962.4"
"ENSG00000101230"	"ENSG00000101230.6"	"ENST00000262487"	"ENST00000262487.5"	"NM_080826.2"
"ENSG00000206026"	"ENSG00000206026.7"	"ENST00000579022"	"ENST00000579022.5"	"NM_001037331.3"
"ENSG00000170369"	"ENSG00000170369.4"	"ENST00000304725"	"ENST00000304725.3"	"NM_001322.3"
"ENSG00000215397"	"ENSG00000215397.4"	"ENST00000246104"	"ENST00000246104.7"	"NM_033129.4"
"ENSG00000088782"	"ENSG00000088782.5"	"ENST00000382388"	"ENST00000382388.4"	"NM_139074.4"
"ENSG00000215547"	"ENSG00000215547.1"	"ENST00000400552"	"ENST00000400552.1"	"NM_001037730.1"
"ENSG00000101447"	"ENSG00000101447.15"	"ENST00000619850"	"ENST00000619850.2"	"NM_030919.3"
"ENSG00000158445"	"ENSG00000158445.10"	"ENST00000371741"	"ENST00000371741.6"	"NM_004975.4"
"ENSG00000124089"	"ENSG00000124089.4"	"ENST00000243911"	"ENST00000243911.2"	"NM_019888.3"
"ENSG00000054803"	"ENSG00000054803.4"	"ENST00000064571"	"ENST00000064571.3"	"NM_080617.6"
"ENSG00000141437"	"ENSG00000141437.10"	"ENST00000269205"	"ENST00000269205.7"	"NM_001034172.4"
"ENSG00000130701"	"ENSG00000130701.4"	"ENST00000252998"	"ENST00000252998.2"	"NM_080833.3"
"ENSG00000124225"	"ENSG00000124225.16"	"ENST00000341744"	"ENST00000341744.8"	"NM_020182.5"
"ENSG00000101115"	"ENSG00000101115.13"	"ENST00000217086"	"ENST00000217086.9"	"NM_020436.5"
"ENSG00000132631"	"ENSG00000132631.6"	"ENST00000377428"	"ENST00000377428.4"	"NM_178483.3"
"ENSG00000125533"	"ENSG00000125533.6"	"ENST00000612929"	"ENST00000612929.2"	"NM_080606.4"
"ENSG00000179242"	"ENSG00000179242.16"	"ENST00000614565"	"ENST00000614565.5"	"NM_001794.5"
"ENSG00000184402"	"ENSG00000184402.15"	"ENST00000331758"	"ENST00000331758.8"	"NM_198935.3"
"ENSG00000196074"	"ENSG00000196074.13"	"ENST00000357552"	"ENST00000357552.8"	"NM_014258.4"
"ENSG00000205726"	"ENSG00000205726.16"	"ENST00000381318"	"ENST00000381318.8"	"NM_003024.3"
"ENSG00000130702"	"ENSG00000130702.15"	"ENST00000252999"	"ENST00000252999.7"	"NM_005560.6"
"ENSG00000124232"	"ENSG00000124232.11"	"ENST00000343694"	"ENST00000343694.8"	"NM_014276.4"
"ENSG00000124251"	"ENSG00000124251.11"	"ENST00000372726"	"ENST00000372726.5"	"NM_014477.3"
"ENSG00000101162"	"ENSG00000101162.4"	"ENST00000217133"	"ENST00000217133.2"	"NM_030773.4"
"ENSG00000125975"	"ENSG00000125975.14"	"ENST00000444723"	"ENST00000444723.3"	"NM_001145350.2"
"ENSG00000197296"	"ENSG00000197296.6"	"ENST00000396825"	"ENST00000396825.4"	"NM_001080472.4"
"ENSG00000124196"	"ENSG00000124196.6"	"ENST00000373003"	"ENST00000373003.2"	"NM_176791.4"
"ENSG00000099985"	"ENSG00000099985.4"	"ENST00000215781"	"ENST00000215781.3"	"NM_020530.6"
"ENSG00000125879"	"ENSG00000125879.5"	"ENST00000246081"	"ENST00000246081.3"	"NM_020157.4"
"ENSG00000101074"	"ENSG00000101074.5"	"ENST00000217043"	"ENST00000217043.4"	"NM_178491.4"
"ENSG00000101197"	"ENSG00000101197.13"	"ENST00000217169"	"ENST00000217169.8"	"NM_139317.3"
"ENSG00000160282"	"ENSG00000160282.16"	"ENST00000397746"	"ENST00000397746.8"	"NM_206965.2"
"ENSG00000101198"	"ENSG00000101198.15"	"ENST00000370316"	"ENST00000370316.8"	"NM_152864.4"
"ENSG00000100365"	"ENSG00000100365.16"	"ENST00000248899"	"ENST00000248899.11"	"NM_000631.5"
"ENSG00000101204"	"ENSG00000101204.18"	"ENST00000370263"	"ENST00000370263.9"	"NM_000744.7"
"ENSG00000241945"	"ENSG00000241945.9"	"ENST00000291576"	"ENST00000291576.12"	"NM_005049.3"
"ENSG00000125863"	"ENSG00000125863.20"	"ENST00000347364"	"ENST00000347364.7"	"NM_170784.3"
"ENSG00000260903"	"ENSG00000260903.3"	"ENST00000562532"	"ENST00000562532.3"	"NM_001011718.2"
"ENSG00000126003"	"ENSG00000126003.7"	"ENST00000246229"	"ENST00000246229.5"	"NM_002657.3"
"ENSG00000125998"	"ENSG00000125998.8"	"ENST00000374408"	"ENST00000374408.4"	"NM_178468.6"
"ENSG00000142156"	"ENSG00000142156.17"	"ENST00000361866"	"ENST00000361866.8"	"NM_001848.3"
"ENSG00000101405"	"ENSG00000101405.3"	"ENST00000217386"	"ENST00000217386.2"	"NM_000915.4"
"ENSG00000101200"	"ENSG00000101200.5"	"ENST00000380293"	"ENST00000380293.3"	"NM_000490.5"
"ENSG00000160223"	"ENSG00000160223.19"	"ENST00000407780"	"ENST00000407780.8"	"NM_015259.6"
"ENSG00000179772"	"ENSG00000179772.8"	"ENST00000375978"	"ENST00000375978.5"	"NM_004118.4"
"ENSG00000159267"	"ENSG00000159267.18"	"ENST00000674895"	"ENST00000674895.3"	"NM_001352514.2"
"ENSG00000125850"	"ENSG00000125850.11"	"ENST00000278780"	"ENST00000278780.7"	"NM_021220.4"
"ENSG00000232838"	"ENSG00000232838.4"	"ENST00000432901"	"ENST00000432901.4"	"NM_001164811.2"
"ENSG00000159261"	"ENSG00000159261.13"	"ENST00000399135"	"ENST00000399135.6"	"NM_001146079.2"
"ENSG00000100346"	"ENSG00000100346.18"	"ENST00000402142"	"ENST00000402142.4"	"NM_021096.4"
"ENSG00000125900"	"ENSG00000125900.13"	"ENST00000381623"	"ENST00000381623.4"	"NM_178460.3"
"ENSG00000176177"	"ENSG00000176177.10"	"ENST00000325157"	"ENST00000325157.7"	"NM_152512.4"
"ENSG00000124104"	"ENSG00000124104.19"	"ENST00000491381"	"ENST00000491381.6"	"NM_033421.4"
"ENSG00000128342"	"ENSG00000128342.5"	"ENST00000249075"	"ENST00000249075.4"	"NM_002309.5"
"ENSG00000149609"	"ENSG00000149609.6"	"ENST00000375222"	"ENST00000375222.4"	"NM_080825.4"
"ENSG00000101292"	"ENSG00000101292.8"	"ENST00000678254"	"ENST00000678254.1"	"NM_144773.4"
"ENSG00000125888"	"ENSG00000125888.15"	"ENST00000246090"	"ENST00000246090.6"	"NM_178477.5"
"ENSG00000198900"	"ENSG00000198900.7"	"ENST00000361337"	"ENST00000361337.3"	"NM_003286.4"
"ENSG00000100106"	"ENSG00000100106.22"	"ENST00000644935"	"ENST00000644935.1"	"NM_001039141.3"
"ENSG00000171864"	"ENSG00000171864.5"	"ENST00000305817"	"ENST00000305817.3"	"NM_012409.4"
"ENSG00000204103"	"ENSG00000204103.4"	"ENST00000373313"	"ENST00000373313.3"	"NM_005461.5"
"ENSG00000188636"	"ENSG00000188636.4"	"ENST00000341255"	"ENST00000341255.4"	"NM_032287.3"
"ENSG00000130943"	"ENSG00000130943.7"	"ENST00000253255"	"ENST00000253255.7"	"NM_006071.2"
"ENSG00000160179"	"ENSG00000160179.21"	"ENST00000398449"	"ENST00000398449.8"	"NM_016818.3"
"ENSG00000124107"	"ENSG00000124107.5"	"ENST00000338380"	"ENST00000338380.2"	"NM_003064.4"
"ENSG00000101446"	"ENSG00000101446.8"	"ENST00000217428"	"ENST00000217428.7"	"NM_006652.2"
"ENSG00000138944"	"ENSG00000138944.8"	"ENST00000381176"	"ENST00000381176.5"	"NM_001099294.2"
"ENSG00000101448"	"ENSG00000101448.14"	"ENST00000354280"	"ENST00000354280.9"	"NM_020398.4"
"ENSG00000142178"	"ENSG00000142178.10"	"ENST00000270162"	"ENST00000270162.8"	"NM_173354.5"
"ENSG00000128276"	"ENSG00000128276.10"	"ENST00000249007"	"ENST00000249007.4"	"NM_001098535.1"
"ENSG00000159216"	"ENSG00000159216.21"	"ENST00000675419"	"ENST00000675419.1"	"NM_001754.5"
"ENSG00000124116"	"ENSG00000124116.19"	"ENST00000243938"	"ENST00000243938.9"	"NM_080614.2"
"ENSG00000196431"	"ENSG00000196431.4"	"ENST00000354760"	"ENST00000354760.4"	"NM_001886.3"
"ENSG00000101470"	"ENSG00000101470.10"	"ENST00000372555"	"ENST00000372555.8"	"NM_003279.3"
"ENSG00000160233"	"ENSG00000160233.9"	"ENST00000291592"	"ENST00000291592.6"	"NM_030891.6"
"ENSG00000101188"	"ENSG00000101188.5"	"ENST00000370501"	"ENST00000370501.4"	"NM_002531.3"
"ENSG00000186458"	"ENSG00000186458.5"	"ENST00000382376"	"ENST00000382376.4"	"NM_207469.3"
"ENSG00000247315"	"ENSG00000247315.4"	"ENST00000500893"	"ENST00000500893.4"	"NM_033089.7"
"ENSG00000124098"	"ENSG00000124098.10"	"ENST00000371384"	"ENST00000371384.4"	"NM_080821.3"
"ENSG00000124103"	"ENSG00000124103.10"	"ENST00000371328"	"ENST00000371328.5"	"NM_001012971.4"
"ENSG00000213714"	"ENSG00000213714.1"	"ENST00000371325"	"ENST00000371325.1"	"NM_001013646.4"
"ENSG00000157617"	"ENSG00000157617.18"	"ENST00000380486"	"ENST00000380486.4"	"NM_015500.2"
"ENSG00000160180"	"ENSG00000160180.18"	"ENST00000518498"	"ENST00000518498.3"	"NM_003226.4"
"ENSG00000124201"	"ENSG00000124201.15"	"ENST00000396105"	"ENST00000396105.6"	"NM_021035.3"
"ENSG00000124217"	"ENSG00000124217.5"	"ENST00000244051"	"ENST00000244051.3"	"NM_014484.5"
"ENSG00000243646"	"ENSG00000243646.12"	"ENST00000290200"	"ENST00000290200.7"	"NM_000628.5"
"ENSG00000242220"	"ENSG00000242220.10"	"ENST00000300258"	"ENST00000300258.8"	"NM_144659.7"
"ENSG00000133454"	"ENSG00000133454.16"	"ENST00000335473"	"ENST00000335473.12"	"NM_032608.7"
"ENSG00000185272"	"ENSG00000185272.15"	"ENST00000400577"	"ENST00000400577.4"	"NM_144770.5"
"ENSG00000101336"	"ENSG00000101336.18"	"ENST00000375852"	"ENST00000375852.5"	"NM_002110.5"
"ENSG00000177732"	"ENSG00000177732.9"	"ENST00000342665"	"ENST00000342665.5"	"NM_006943.4"
"ENSG00000170373"	"ENSG00000170373.9"	"ENST00000304749"	"ENST00000304749.7"	"NM_001898.3"
"ENSG00000184226"	"ENSG00000184226.15"	"ENST00000377865"	"ENST00000377865.7"	"NM_203487.3"
"ENSG00000124257"	"ENSG00000124257.7"	"ENST00000372518"	"ENST00000372518.5"	"NM_080749.4"
"ENSG00000168634"	"ENSG00000168634.5"	"ENST00000305479"	"ENST00000305479.3"	"NM_172005.2"
"ENSG00000149651"	"ENSG00000149651.4"	"ENST00000279058"	"ENST00000279058.4"	"NM_178455.3"
"ENSG00000258713"	"ENSG00000258713.3"	"ENST00000603872"	"ENST00000603872.2"	"NM_001256538.2"
"ENSG00000198326"	"ENSG00000198326.10"	"ENST00000380585"	"ENST00000380585.2"	"NM_001167670.3"
"ENSG00000125878"	"ENSG00000125878.7"	"ENST00000246080"	"ENST00000246080.4"	"NM_004609.4"
"ENSG00000149634"	"ENSG00000149634.5"	"ENST00000372519"	"ENST00000372519.4"	"NM_080608.4"
"ENSG00000125508"	"ENSG00000125508.4"	"ENST00000217188"	"ENST00000217188.2"	"NM_080823.4"
"ENSG00000179750"	"ENSG00000179750.16"	"ENST00000333467"	"ENST00000333467.4"	"NM_004900.5"
"ENSG00000124203"	"ENSG00000124203.7"	"ENST00000371030"	"ENST00000371030.4"	"NM_178457.3"
"ENSG00000078699"	"ENSG00000078699.22"	"ENST00000342704"	"ENST00000342704.11"	"NM_001032999.3"
"ENSG00000142185"	"ENSG00000142185.19"	"ENST00000397928"	"ENST00000397928.6"	"NM_003307.4"
"ENSG00000288649"	"ENSG00000288649.2"	"ENST00000677665"	"ENST00000677665.1"	"NM_001024675.2"
"ENSG00000155304"	"ENSG00000155304.7"	"ENST00000285667"	"ENST00000285667.4"	"NM_006948.5"
"ENSG00000125823"	"ENSG00000125823.13"	"ENST00000347397"	"ENST00000347397.5"	"NM_138283.1"
"ENSG00000149635"	"ENSG00000149635.3"	"ENST00000279028"	"ENST00000279028.3"	"NM_080721.3"
"ENSG00000243156"	"ENSG00000243156.9"	"ENST00000441493"	"ENST00000441493.7"	"NM_015241.3"
"ENSG00000198862"	"ENSG00000198862.15"	"ENST00000361371"	"ENST00000361371.10"	"NM_015565.3"
"ENSG00000158296"	"ENSG00000158296.14"	"ENST00000279027"	"ENST00000279027.9"	"NM_022829.6"
"ENSG00000100312"	"ENSG00000100312.11"	"ENST00000216139"	"ENST00000216139.10"	"NM_001097.3"
"ENSG00000184787"	"ENSG00000184787.20"	"ENST00000345496"	"ENST00000345496.7"	"NM_003343.6"
"ENSG00000075275"	"ENSG00000075275.18"	"ENST00000674500"	"ENST00000674500.2"	"NM_001378328.1"
"ENSG00000177504"	"ENSG00000177504.10"	"ENST00000317103"	"ENST00000317103.5"	"NM_016378.3"
"ENSG00000124140"	"ENSG00000124140.15"	"ENST00000243964"	"ENST00000243964.7"	"NM_020708.5"
"ENSG00000125363"	"ENSG00000125363.14"	"ENST00000380714"	"ENST00000380714.7"	"NM_001142.2"
"ENSG00000169084"	"ENSG00000169084.15"	"ENST00000334651"	"ENST00000334651.11"	"NM_145177.3"
"ENSG00000188677"	"ENSG00000188677.15"	"ENST00000338758"	"ENST00000338758.12"	"NM_013327.5"
"ENSG00000177138"	"ENSG00000177138.17"	"ENST00000327220"	"ENST00000327220.10"	"NM_205849.3"
"ENSG00000149474"	"ENSG00000149474.15"	"ENST00000688188"	"ENST00000688188.1"	"NM_001392073.1"
"ENSG00000100138"	"ENSG00000100138.15"	"ENST00000401959"	"ENST00000401959.6"	"NM_001003796.2"
"ENSG00000183304"	"ENSG00000183304.10"	"ENST00000381003"	"ENST00000381003.7"	"NM_174951.3"
"ENSG00000125780"	"ENSG00000125780.12"	"ENST00000381458"	"ENST00000381458.6"	"NM_003245.4"
"ENSG00000160218"	"ENSG00000160218.14"	"ENST00000291574"	"ENST00000291574.9"	"NM_003274.5"
"ENSG00000126010"	"ENSG00000126010.6"	"ENST00000380289"	"ENST00000380289.3"	"NM_005314.3"
"ENSG00000166948"	"ENSG00000166948.10"	"ENST00000202625"	"ENST00000202625.7"	"NM_198994.3"
"ENSG00000236444"	"ENSG00000236444.5"	"ENST00000635918"	"ENST00000635918.2"	"NM_001355247.2"
"ENSG00000177324"	"ENSG00000177324.14"	"ENST00000380033"	"ENST00000380033.9"	"NM_153346.5"
"ENSG00000234409"	"ENSG00000234409.7"	"ENST00000439765"	"ENST00000439765.4"	"NM_001365892.2"
"ENSG00000281106"	"ENSG00000281106.4"	"ENST00000629372"	"ENST00000629372.3"	"NM_001351003.2"
"ENSG00000101438"	"ENSG00000101438.4"	"ENST00000217420"	"ENST00000217420.2"	"NM_080552.3"
"ENSG00000185915"	"ENSG00000185915.5"	"ENST00000379499"	"ENST00000379499.3"	"NM_153270.3"
"ENSG00000040608"	"ENSG00000040608.14"	"ENST00000043402"	"ENST00000043402.8"	"NM_023004.6"
"ENSG00000157542"	"ENSG00000157542.12"	"ENST00000609713"	"ENST00000609713.2"	"NM_002240.5"
"ENSG00000149646"	"ENSG00000149646.12"	"ENST00000373973"	"ENST00000373973.7"	"NM_001365709.1"
"ENSG00000130699"	"ENSG00000130699.20"	"ENST00000252996"	"ENST00000252996.9"	"NM_003185.4"
"ENSG00000215595"	"ENSG00000215595.3"	"ENST00000400633"	"ENST00000400633.3"	"NM_001394958.1"
"ENSG00000215417"	"ENSG00000215417.15"	"ENST00000581816"	"ENST00000581816.2"	"NR_197388.1"
"ENSG00000158901"	"ENSG00000158901.12"	"ENST00000289953"	"ENST00000289953.3"	"NM_130896.3"
"ENSG00000182035"	"ENSG00000182035.13"	"ENST00000537425"	"ENST00000537425.3"	"NM_001393816.1"
"ENSG00000215251"	"ENSG00000215251.5"	"ENST00000380266"	"ENST00000380266.4"	"NM_021826.5"
"ENSG00000172315"	"ENSG00000172315.6"	"ENST00000372114"	"ENST00000372114.4"	"NM_033550.4"
"ENSG00000102539"	"ENSG00000102539.6"	"ENST00000218721"	"ENST00000218721.1"	"NM_001507.1"
